rainfall,river_level,humidity,month,wind_speed,temperature,soil_moisture,elevation,drainage_density,land_use_index,risk_level
166.63,4.68,95.62,6,12.71,14.6,74.25,279.31,5.34,5.36,2
155.13,9.04,100.0,10,30.19,21.97,55.41,415.81,8.98,6.99,2
133.6,11.87,89.66,9,15.69,19.77,57.9,505.52,2.77,5.21,2
174.57,10.99,100.0,2,23.57,27.93,58.2,488.29,7.67,3.84,2
75.38,3.56,80.87,10,32.61,24.02,49.93,133.01,8.37,2.8,0
113.28,8.75,85.25,1,13.63,26.17,62.1,320.18,3.98,4.57,1
182.01,5.53,98.24,1,12.6,27.68,64.76,86.96,1.62,3.32,2
225.28,5.9,108.19,8,31.14,22.0,96.67,377.03,1.59,3.24,3
67.74,5.12,76.55,6,38.62,37.04,61.11,479.19,7.96,8.55,1
136.98,4.05,91.96,5,69.82,20.52,60.34,210.48,6.14,2.35,1
189.71,12.35,103.03,8,22.5,26.81,88.75,520.82,6.47,2.43,3
164.26,7.77,100.0,12,26.72,26.48,77.36,354.12,2.85,7.26,2
159.65,9.65,91.61,7,39.99,23.58,84.61,373.9,5.3,5.94,2
93.07,4.51,98.53,4,28.23,22.75,70.9,101.49,2.97,3.32,1
117.26,3.64,79.55,11,46.42,24.89,58.71,494.88,9.15,7.28,0
50.37,5.72,87.81,5,21.16,19.36,36.02,577.45,1.37,9.27,1
168.06,10.65,95.13,3,9.17,29.91,47.56,417.52,2.29,5.01,2
96.28,5.65,95.37,3,22.12,24.64,67.28,276.14,1.12,1.99,1
109.63,10.58,77.72,12,18.93,24.38,72.31,332.76,1.25,9.39,2
43.49,4.49,68.97,4,12.82,23.2,56.6,301.11,2.13,5.02,0
133.04,7.22,87.57,5,56.36,19.35,61.28,124.06,5.19,1.52,1
94.39,5.96,94.86,2,25.73,33.66,39.95,300.82,3.35,9.29,1
156.66,5.08,84.62,1,19.66,20.38,63.0,578.23,2.86,7.41,1
142.53,8.83,100.0,11,18.09,31.6,80.8,213.29,2.08,9.3,2
107.51,2.63,78.3,10,30.26,21.6,50.79,380.84,4.87,4.66,0
173.39,9.13,100.0,3,30.23,20.97,71.02,312.78,8.08,2.52,2
177.21,11.99,92.78,8,14.4,18.99,61.84,158.75,5.69,3.49,2
24.97,9.36,59.67,3,41.95,15.62,35.25,626.86,2.82,5.89,0
193.39,7.47,98.81,9,22.77,31.52,71.95,479.87,3.63,8.91,2
206.32,5.89,93.79,9,25.34,28.65,70.88,322.86,1.43,2.33,2
145.94,7.54,100.0,10,17.54,24.64,77.57,783.24,9.9,9.03,2
144.6,8.26,100.0,5,14.81,24.32,73.41,400.82,6.77,9.31,2
103.51,9.28,94.71,12,27.19,26.35,70.69,53.82,7.65,8.16,2
128.58,8.16,105.77,9,15.59,27.8,83.27,799.85,8.63,9.28,2
110.28,11.12,94.32,4,34.25,30.09,55.15,150.27,9.67,4.14,2
136.91,12.44,96.36,2,20.14,25.85,53.76,503.7,7.29,2.46,2
26.32,2.98,80.41,1,38.92,27.48,52.26,466.41,9.83,1.18,0
136.18,8.72,86.47,8,19.91,15.02,59.87,101.72,7.35,4.54,1
24.64,8.26,84.88,6,15.04,17.58,51.73,179.67,7.04,9.81,1
70.07,7.48,82.77,3,38.16,35.16,44.56,431.89,5.06,1.04,1
53.7,7.67,79.47,3,41.46,25.56,39.26,371.24,7.37,9.3,1
150.11,10.84,100.0,5,28.05,24.53,66.57,292.1,3.57,3.1,2
143.28,4.12,93.29,10,21.38,32.28,65.92,274.71,3.86,3.79,1
152.42,8.6,100.0,2,22.19,21.87,75.02,438.64,6.64,5.01,2
146.53,7.93,84.45,9,27.43,24.59,72.97,398.04,4.29,5.89,1
292.24,10.77,100.0,11,13.5,29.47,100.0,256.37,4.23,6.1,3
242.83,7.73,107.4,7,27.29,27.57,105.56,634.59,7.76,9.74,3
114.45,9.25,100.0,3,17.08,26.1,56.81,406.41,9.58,2.65,1
78.31,9.73,84.08,3,14.39,26.74,52.4,430.53,4.22,7.76,1
117.41,7.73,79.3,3,9.5,29.74,53.4,610.44,8.6,7.89,1
143.46,9.57,84.71,8,13.42,26.55,69.45,441.37,3.61,9.92,1
286.41,13.06,100.03,6,32.74,22.29,75.55,337.08,9.2,1.84,3
150.64,8.87,88.66,12,9.78,17.32,83.17,295.27,9.5,7.35,2
106.53,9.01,76.36,1,31.64,24.44,58.6,687.06,9.17,5.75,1
198.14,6.02,92.83,7,18.0,14.89,76.25,523.69,2.76,2.5,2
168.53,11.56,102.28,6,21.08,24.3,80.45,663.52,5.1,1.68,2
91.96,3.47,70.36,2,13.77,18.82,65.62,238.16,4.07,9.7,1
247.89,9.98,100.99,8,27.13,30.65,96.06,392.37,9.98,9.82,3
106.9,7.5,85.24,4,32.79,26.64,53.74,295.13,6.62,5.49,1
155.11,5.86,84.4,1,19.17,22.93,70.83,369.9,4.86,9.08,2
81.55,11.53,99.05,8,11.19,23.08,58.22,281.08,2.81,1.38,2
297.05,7.94,100.0,2,32.77,32.86,100.0,328.48,9.42,4.53,2
123.4,10.66,90.49,3,25.07,19.62,51.31,170.49,9.87,5.18,2
69.54,8.0,72.59,11,22.87,21.48,51.61,153.81,5.94,1.11,0
139.41,9.36,80.07,12,8.52,28.57,59.28,193.14,8.94,1.18,1
125.16,4.35,97.18,10,15.43,33.92,62.25,199.91,4.45,5.27,1
131.5,11.96,77.47,11,30.39,19.69,52.27,132.74,1.86,1.34,1
231.59,11.45,100.27,7,11.03,27.36,91.61,157.62,5.97,1.58,3
51.73,8.66,85.86,8,11.68,21.51,38.74,93.64,3.1,6.06,1
219.78,10.84,97.34,10,28.66,32.59,75.58,469.18,5.94,3.57,3
360.54,12.95,110.0,9,30.94,19.74,111.16,309.92,4.91,2.01,3
196.15,5.04,110.0,6,26.89,25.68,75.51,315.13,9.2,3.5,2
99.18,7.03,92.73,6,32.86,27.45,66.24,372.96,3.69,5.07,1
190.82,10.35,102.41,7,18.04,28.5,78.64,56.13,1.29,3.51,3
121.26,5.62,89.07,12,13.72,19.82,57.03,507.75,4.53,4.95,1
93.79,9.37,74.23,10,30.85,18.82,46.92,23.21,1.66,3.01,1
77.12,7.74,74.85,5,22.09,28.2,35.28,253.94,8.69,6.29,0
75.86,5.61,85.58,2,14.27,23.95,44.26,138.77,1.5,6.63,1
76.1,4.56,98.86,7,9.65,29.7,42.86,496.83,8.01,9.01,1
167.36,8.89,96.19,11,18.2,25.04,71.87,483.76,1.23,4.66,2
57.23,8.72,66.63,2,17.45,16.64,33.37,197.78,7.11,5.42,0
216.15,6.74,96.71,2,31.38,26.74,78.0,852.35,7.45,4.83,2
43.77,6.36,72.05,10,22.32,29.3,21.28,526.99,7.31,8.7,0
235.08,8.81,96.67,6,33.53,26.94,102.86,386.68,5.69,1.66,3
159.3,7.44,100.0,3,43.04,29.75,73.52,236.16,1.26,9.77,2
83.46,6.58,68.53,1,34.71,24.39,40.74,572.36,8.13,9.94,1
246.0,6.99,100.0,3,35.77,25.12,100.0,153.22,9.64,1.61,2
158.69,12.68,100.0,4,9.06,17.23,62.53,378.9,6.75,9.3,3
93.27,8.64,91.59,12,42.44,31.72,61.8,789.44,1.22,4.26,1
25.05,6.28,63.46,12,60.32,27.51,14.17,319.63,6.78,4.73,0
171.25,9.52,88.0,12,32.67,24.71,57.85,330.7,7.21,4.54,1
252.86,8.39,100.0,1,19.01,26.98,100.0,350.3,4.86,8.64,3
183.97,5.51,100.0,5,20.82,22.77,97.73,186.99,9.67,8.29,2
204.94,10.06,94.12,7,11.3,33.91,78.98,720.08,1.51,2.85,3
145.7,7.54,98.65,8,51.57,18.2,67.76,439.12,9.8,2.42,1
274.94,11.07,101.36,7,11.41,21.03,92.89,427.45,6.83,3.94,3
16.15,6.26,86.79,8,20.24,31.62,44.29,661.9,9.98,3.54,0
110.43,8.73,89.0,5,11.81,24.47,66.39,92.77,4.44,8.5,1
26.51,9.96,63.53,11,16.48,25.95,33.49,522.96,3.42,2.09,0
67.39,4.34,81.79,11,19.0,32.72,29.5,218.88,6.81,2.18,0
210.14,9.06,100.0,2,29.1,25.99,61.69,263.51,9.44,8.1,2
258.18,8.93,100.0,3,37.16,27.56,83.31,371.7,3.72,2.8,2
105.14,9.58,82.73,5,12.73,24.36,50.5,391.4,1.13,3.92,1
131.54,9.67,85.74,5,19.67,30.39,77.12,444.49,8.43,4.12,1
181.66,6.37,94.48,12,28.43,30.11,74.75,473.59,6.28,6.7,2
228.29,7.06,100.0,1,25.49,27.89,93.44,137.04,6.97,7.06,2
124.02,3.38,86.44,10,23.25,23.61,63.23,367.99,9.23,1.33,1
43.02,8.25,73.67,4,49.3,27.67,23.53,525.33,4.36,8.05,1
159.22,4.74,100.0,4,21.11,28.85,72.89,217.23,5.89,4.45,1
109.84,7.5,94.52,1,19.22,13.91,63.3,386.09,1.09,9.63,2
183.66,7.62,88.47,2,29.46,22.95,82.28,196.84,6.89,3.29,2
36.79,7.29,75.0,5,11.12,20.88,35.76,365.59,4.86,2.1,0
50.52,8.32,75.8,10,29.92,21.37,27.77,345.43,2.55,4.72,1
101.82,8.86,99.58,11,21.97,31.73,63.93,467.13,4.28,3.39,1
67.39,7.1,70.86,4,39.42,25.53,18.43,302.89,7.03,3.32,0
121.27,6.83,89.9,2,21.36,18.99,81.39,293.91,3.71,6.95,1
165.08,6.99,100.0,12,19.13,21.64,68.22,141.34,4.11,8.38,2
115.71,6.12,88.21,3,11.24,26.11,64.93,423.33,2.53,7.28,1
34.47,8.01,79.04,8,20.5,21.39,35.2,26.67,8.59,6.2,1
183.82,9.33,100.0,4,19.25,32.08,69.6,51.42,2.49,4.56,2
33.57,3.55,69.69,4,26.44,28.25,31.17,93.17,9.15,5.9,0
322.55,10.39,105.1,6,26.72,24.25,81.22,618.34,2.0,2.6,3
202.73,9.67,100.0,4,30.18,34.31,74.25,257.9,2.45,4.68,2
149.23,10.64,91.33,4,32.86,24.77,61.99,568.64,1.49,5.42,2
28.76,8.66,67.24,12,28.55,24.23,36.82,98.86,7.87,7.72,0
256.62,10.06,110.0,7,46.23,20.04,83.73,168.0,7.52,2.48,3
116.28,4.36,100.38,7,22.18,20.87,68.81,186.64,4.42,8.25,1
177.67,4.66,103.25,6,29.95,32.32,89.14,596.89,2.94,5.97,2
195.83,7.47,95.2,12,19.8,17.17,78.76,309.96,7.28,7.06,2
131.65,5.37,84.01,4,37.02,19.73,62.81,104.46,6.46,5.4,1
64.39,5.48,78.32,5,22.7,30.27,39.26,374.77,6.37,8.75,0
57.74,12.54,75.3,7,29.71,25.28,76.89,86.26,2.94,1.22,2
138.12,7.1,104.49,6,46.07,26.96,60.71,424.72,7.32,8.07,2
236.86,12.67,106.5,7,37.63,26.89,81.41,350.71,3.19,3.67,3
187.12,8.33,99.69,9,36.86,22.07,80.92,442.55,3.6,3.61,2
82.86,6.92,82.0,11,26.36,20.97,63.6,526.05,9.6,9.34,1
50.09,5.47,68.95,5,37.77,32.11,22.78,400.77,8.2,5.55,0
128.2,6.79,100.0,2,25.06,21.75,60.08,553.6,2.78,1.84,1
129.23,8.43,88.98,11,17.17,26.07,64.08,405.08,6.7,4.85,1
192.7,9.63,100.0,12,26.66,25.58,65.42,494.93,6.2,4.32,2
118.04,12.91,76.35,1,19.21,27.37,53.26,256.86,5.45,6.3,2
171.75,11.05,109.25,7,10.18,20.01,90.13,163.11,5.56,6.26,3
101.17,9.99,84.9,4,36.65,19.89,49.24,569.0,4.36,6.26,1
75.64,10.31,71.95,8,10.3,25.68,35.39,95.09,2.09,7.96,1
139.68,11.41,86.39,12,16.4,23.45,66.53,407.5,1.22,9.13,2
60.15,5.67,64.46,10,41.92,25.4,47.96,597.39,7.36,9.95,0
63.32,5.89,87.47,1,20.11,19.42,38.59,429.77,1.41,6.02,1
65.89,9.59,85.79,7,39.5,23.25,43.25,539.26,6.32,5.85,1
173.78,5.36,100.0,4,25.83,27.44,98.6,388.74,6.46,6.57,2
119.4,6.52,84.9,12,26.35,30.26,56.99,454.69,1.35,5.64,1
13.19,5.57,79.25,1,38.74,31.22,39.43,517.74,2.5,3.41,0
122.58,4.63,93.17,11,29.89,16.98,58.82,501.39,4.99,9.53,1
122.31,9.71,92.99,2,42.29,25.54,65.56,847.46,5.24,2.46,1
217.09,11.24,110.0,8,39.7,29.13,96.21,336.25,6.31,9.73,3
19.35,3.58,69.05,10,17.23,24.89,44.58,102.12,2.92,6.63,0
132.93,7.5,81.79,1,6.91,27.55,55.86,205.94,5.82,6.95,1
81.3,10.75,90.65,5,36.04,29.76,51.29,322.25,8.34,4.83,2
227.66,10.73,105.71,6,35.1,31.59,76.31,269.78,1.2,8.1,3
147.13,7.39,100.0,1,30.34,10.9,77.77,231.42,2.27,9.8,2
181.16,9.1,99.85,9,36.31,25.72,66.96,357.14,2.45,9.37,2
171.08,5.56,95.85,9,20.11,25.13,74.43,464.65,1.1,6.2,2
198.87,3.45,97.4,3,29.88,27.55,86.31,592.53,5.12,6.79,2
141.11,11.09,95.28,3,39.55,26.0,49.57,478.0,8.75,9.4,2
103.43,8.0,80.71,12,11.27,26.91,63.05,80.27,1.31,1.82,1
22.7,6.56,69.36,3,13.66,20.23,40.75,388.2,3.01,9.95,0
191.25,6.88,106.65,7,11.41,30.69,81.21,522.02,9.57,6.07,2
180.23,12.31,100.0,5,40.67,33.55,88.15,51.31,1.33,9.58,3
88.32,7.31,79.02,1,22.57,23.43,47.13,396.57,6.3,9.24,1
389.88,14.31,110.0,6,7.83,22.42,90.67,384.07,8.29,6.64,3
115.91,7.71,87.57,3,13.89,24.08,62.33,116.16,7.45,4.17,1
52.85,5.67,72.72,1,31.46,25.52,38.21,394.63,9.62,4.4,0
179.87,5.93,99.47,10,26.83,20.92,83.61,158.69,3.16,2.75,2
117.56,9.13,90.37,11,30.34,29.15,61.79,167.86,1.14,2.52,1
115.05,6.02,89.72,3,28.62,22.97,54.12,365.69,8.97,3.1,1
44.47,8.6,68.95,1,24.55,22.02,30.08,430.41,6.87,6.91,0
177.1,11.06,87.37,2,38.18,26.86,57.32,232.8,5.64,7.72,2
39.69,5.58,69.33,11,27.57,21.83,46.24,562.02,3.69,6.54,0
83.68,5.92,72.74,10,22.3,23.37,36.65,424.13,1.54,2.52,1
119.42,9.3,84.39,9,30.25,25.16,76.04,161.31,7.29,2.31,1
141.68,12.09,82.4,8,20.39,25.8,67.17,437.19,2.53,9.15,2
239.45,6.05,92.15,9,19.07,29.97,86.36,406.6,6.71,2.03,2
184.05,5.34,100.0,1,27.72,17.39,69.42,376.37,5.38,3.86,1
18.81,2.05,55.11,4,30.17,20.49,34.16,248.81,8.34,4.23,0
177.55,10.95,92.77,4,28.61,25.03,57.34,254.88,7.49,4.0,2
49.55,5.49,74.77,12,11.67,24.03,28.72,498.42,1.59,7.87,0
175.29,5.48,93.81,11,13.36,16.91,70.79,151.64,4.49,5.02,2
263.13,4.64,100.0,2,21.43,26.93,98.84,497.63,3.51,9.31,2
546.97,9.34,110.0,8,34.13,33.41,113.06,524.08,5.32,5.33,3
136.31,7.1,97.85,1,34.46,12.54,75.13,488.67,1.58,4.49,2
63.56,5.95,87.02,6,29.83,18.34,72.93,313.59,5.28,4.5,1
24.25,9.63,65.65,2,44.78,26.39,20.3,538.36,4.2,4.86,0
96.1,3.28,80.82,3,29.72,30.98,46.92,392.66,3.47,9.29,1
95.43,8.84,89.54,5,16.53,26.44,52.23,413.67,9.47,7.65,1
178.84,9.21,100.0,1,20.92,30.77,72.7,609.19,9.16,8.1,2
97.57,7.4,88.53,5,42.77,34.72,54.23,462.66,6.06,9.94,1
137.51,10.35,100.0,10,15.98,13.74,79.26,386.57,1.37,8.46,2
118.11,12.22,94.76,3,27.11,19.12,62.98,543.69,9.34,9.91,2
59.86,4.94,75.75,5,12.24,25.04,59.84,439.54,8.81,2.47,0
276.2,10.77,100.0,4,24.1,37.88,94.6,431.56,7.99,3.95,3
72.3,4.54,79.67,11,21.59,24.77,38.33,413.17,5.45,1.16,0
257.2,8.86,101.4,6,55.11,22.16,93.08,300.24,6.8,6.0,3
181.37,8.03,100.0,10,11.53,21.65,97.4,433.65,2.85,6.18,2
47.45,2.37,70.33,10,12.51,29.91,28.01,484.45,4.6,1.39,0
220.84,8.14,92.34,9,29.85,25.59,88.6,93.64,7.4,7.41,3
91.67,5.24,85.39,5,31.41,17.85,60.73,485.79,9.59,9.55,1
136.46,3.28,82.77,1,95.46,26.45,73.61,540.01,8.06,2.01,1
140.17,11.44,90.55,4,19.91,28.17,68.33,421.86,8.93,3.35,2
25.53,3.92,78.89,11,40.15,25.95,15.42,335.39,6.39,2.62,0
197.06,9.19,99.26,6,10.87,18.78,66.44,47.64,9.13,9.51,2
173.53,11.85,92.81,11,20.67,22.81,79.82,435.05,2.08,2.47,2
259.8,7.31,105.12,9,39.64,22.41,101.71,365.28,3.08,6.0,3
121.05,7.28,91.62,4,71.09,19.02,74.2,89.45,6.68,3.18,2
151.0,9.15,94.21,11,28.15,35.75,57.84,420.21,3.04,9.62,2
61.93,4.63,83.6,1,17.42,24.44,43.72,385.45,8.34,3.41,0
135.34,9.02,93.62,12,28.3,24.32,69.1,236.82,4.86,3.1,1
100.72,11.56,97.08,8,18.26,24.05,46.67,213.03,5.22,8.28,2
163.62,6.75,98.91,3,73.31,29.88,76.09,47.22,3.69,5.63,2
32.79,7.09,85.28,5,14.27,27.72,56.69,407.68,7.86,8.11,0
145.12,10.19,83.92,12,21.33,21.49,73.58,596.35,2.34,7.12,2
136.36,4.3,92.77,11,17.08,28.99,62.02,505.55,9.6,2.08,1
146.57,3.68,88.19,11,23.47,29.72,53.63,47.8,8.67,7.97,1
63.94,4.66,72.1,2,31.65,19.42,41.3,434.25,8.08,6.91,0
176.05,7.94,100.0,1,17.68,31.08,94.22,659.31,2.21,9.69,2
167.95,9.89,100.0,10,14.18,27.63,71.36,32.74,4.9,4.23,2
237.37,8.2,110.0,7,31.71,22.18,88.48,358.15,7.76,2.63,3
14.44,5.14,72.6,1,13.06,23.57,28.93,151.43,8.84,1.16,0
148.57,10.61,98.37,3,25.44,29.62,74.58,564.29,3.45,4.08,2
220.27,12.79,99.42,10,29.24,27.76,91.08,582.75,9.07,3.74,3
63.29,11.05,76.62,8,31.46,33.92,58.09,247.11,8.29,9.55,1
204.69,9.84,109.4,8,26.74,24.32,92.18,175.46,9.51,8.24,3
206.94,9.37,100.0,4,19.97,26.4,67.19,657.18,9.98,6.27,2
99.95,10.91,90.02,2,22.52,17.08,70.24,282.61,9.41,2.35,2
163.96,8.44,93.27,1,74.18,30.38,66.6,479.04,3.48,1.15,2
91.01,4.73,72.33,10,19.2,20.68,49.87,429.36,2.24,9.0,1
287.32,11.38,110.0,7,29.51,34.13,104.08,363.38,9.95,5.21,3
207.86,8.56,100.67,8,47.81,31.67,71.85,464.42,4.02,2.03,2
164.3,9.77,100.0,5,16.32,20.9,68.76,139.88,3.87,4.89,2
64.54,9.46,72.38,1,37.34,29.03,47.85,815.12,4.4,6.31,0
17.59,7.91,66.5,11,39.12,31.39,27.29,478.62,1.97,1.34,0
81.91,8.1,74.31,8,13.56,32.25,40.42,379.59,4.88,2.25,1
195.7,9.41,92.49,3,31.17,19.38,70.84,472.99,3.54,2.66,2
88.77,7.49,88.41,5,36.92,20.33,67.42,155.73,7.12,4.28,1
60.39,11.67,68.81,2,27.17,24.01,38.52,334.16,4.23,1.19,1
48.67,5.81,79.53,1,8.57,23.69,38.1,314.84,7.15,8.76,0
145.69,12.16,101.01,8,17.27,18.78,67.95,117.05,6.78,2.4,2
121.12,9.65,97.69,10,23.43,22.93,53.85,270.26,1.51,2.86,1
97.96,6.52,97.69,8,14.99,25.32,57.63,509.66,1.53,9.62,2
119.83,4.14,93.05,10,28.23,23.88,71.48,441.86,3.69,5.03,1
36.01,7.18,69.71,3,28.83,31.2,42.29,507.79,3.15,3.31,0
108.05,7.25,76.76,11,20.32,25.03,67.59,958.44,9.8,2.83,1
118.5,7.83,94.77,3,17.14,28.08,72.18,611.21,1.57,6.65,2
83.4,2.43,71.35,5,14.18,17.81,58.5,444.21,4.01,8.56,1
238.05,8.82,110.0,9,16.92,33.74,96.32,340.01,6.09,1.09,3
191.83,7.46,93.85,6,19.0,25.35,82.26,280.18,4.18,8.44,2
120.17,10.27,91.18,12,35.9,30.91,45.06,385.29,7.89,1.11,2
27.08,9.27,61.74,3,30.45,29.47,32.81,278.31,4.37,2.2,0
380.81,12.78,110.0,7,30.69,20.12,115.0,357.13,9.24,3.92,3
191.15,6.72,97.73,5,39.72,25.39,73.62,133.16,6.95,5.22,2
80.73,5.95,94.94,9,16.12,30.86,54.98,394.19,9.37,6.41,1
164.77,9.09,87.55,11,28.88,22.26,90.39,504.63,1.25,8.29,2
36.84,11.07,60.77,5,20.42,18.95,40.13,514.16,2.17,2.17,1
113.06,8.15,94.61,4,14.96,26.36,75.72,309.91,9.11,9.16,2
142.57,5.64,100.0,4,20.55,22.18,66.45,593.14,6.92,8.34,1
43.59,6.37,59.96,3,28.26,28.36,31.22,371.32,7.58,8.02,0
359.75,10.49,110.0,7,25.6,13.01,88.88,393.44,1.8,4.16,3
204.67,8.59,98.9,4,37.61,26.34,85.29,455.55,7.75,7.82,2
193.31,5.57,90.27,9,34.42,21.23,77.88,457.65,6.91,8.64,2
113.75,5.93,74.28,3,17.29,17.35,39.92,209.92,8.14,7.64,1
138.61,7.14,78.07,5,22.15,27.8,39.09,65.18,4.56,6.29,1
231.99,6.44,110.0,6,29.69,33.57,83.29,328.89,6.62,4.95,2
177.27,4.7,100.0,10,36.39,23.75,80.74,410.76,7.73,5.66,1
130.34,5.25,76.93,2,14.5,26.6,58.77,361.11,4.02,3.35,1
273.29,12.1,100.0,10,42.26,27.73,100.0,315.52,2.1,5.86,3
295.34,10.27,110.0,6,29.5,24.9,96.7,394.23,4.96,8.7,3
185.44,11.14,110.0,6,5.29,26.45,81.38,261.33,8.76,3.98,2
189.76,8.95,96.09,9,18.45,24.38,75.29,257.83,8.52,1.82,2
86.07,7.92,100.17,8,28.1,22.99,52.92,651.26,8.26,1.09,1
21.57,5.62,57.14,11,34.16,28.34,28.98,327.58,8.0,5.22,0
209.35,8.26,100.0,10,28.09,24.47,90.45,281.94,3.65,2.2,2
106.49,7.27,78.01,5,31.14,22.96,37.21,374.02,1.38,2.78,1
139.85,12.63,100.0,5,26.5,30.46,66.51,71.24,7.69,8.98,2
74.24,8.73,92.89,10,42.53,31.92,56.74,126.92,1.72,2.72,1
84.26,3.35,90.59,6,33.16,26.33,56.24,413.55,6.58,9.64,1
37.78,4.43,79.81,8,29.97,23.4,43.61,298.57,2.57,6.95,0
129.59,6.77,85.21,6,26.16,30.67,52.17,256.68,4.58,9.53,1
155.59,10.03,100.0,5,35.71,29.44,74.65,138.85,7.58,7.08,2
154.91,8.19,104.47,9,34.32,22.44,73.86,230.21,3.12,8.14,2
105.78,8.99,74.8,8,29.96,33.75,42.68,146.34,1.91,3.41,1
54.05,8.53,93.36,7,29.69,32.36,44.39,357.1,8.04,5.45,1
23.36,7.8,83.13,11,19.61,22.88,22.44,450.46,5.42,4.19,0
158.06,4.89,100.0,10,16.73,23.6,72.74,210.01,8.35,6.0,1
78.18,8.37,77.51,3,46.48,26.16,50.17,161.26,4.7,9.48,1
176.44,9.7,86.99,12,28.79,27.45,70.09,480.81,4.86,8.33,2
152.26,7.63,99.55,11,7.42,23.17,57.47,444.54,9.9,7.85,2
103.23,4.8,78.77,11,23.09,25.0,60.73,234.43,4.37,6.95,0
181.85,5.22,90.58,5,41.03,24.28,72.27,119.91,3.33,4.48,2
208.77,4.21,93.98,7,35.01,23.35,91.98,450.63,2.57,6.67,2
93.81,6.45,98.33,4,25.21,16.83,56.78,555.29,4.11,7.09,1
156.3,9.57,84.73,7,17.26,28.84,66.72,375.98,4.27,3.02,2
264.11,10.52,100.0,5,58.57,26.12,93.33,112.48,1.04,9.73,3
324.33,7.34,110.0,6,39.05,30.2,102.19,677.56,5.64,3.45,3
108.29,5.46,92.73,1,33.88,24.86,67.68,436.86,5.56,7.9,1
136.46,5.65,100.0,3,19.82,25.77,69.37,327.62,3.77,3.57,1
177.56,7.36,110.0,6,43.62,23.15,93.47,210.89,1.26,9.83,3
186.18,8.06,96.34,6,12.73,22.22,52.79,43.13,8.1,8.41,2
273.85,8.47,110.0,8,26.67,21.34,68.61,360.69,3.74,6.56,2
23.78,11.57,82.12,1,16.34,29.86,49.12,537.17,5.94,6.45,1
110.37,8.92,93.04,2,15.81,23.05,63.45,147.74,6.36,2.98,1
37.57,9.13,64.97,11,26.25,28.31,43.23,307.52,1.48,7.43,0
163.53,13.24,90.86,5,24.04,26.53,82.01,448.34,8.48,6.82,3
146.34,10.04,83.65,6,27.08,32.83,68.1,437.12,9.58,9.87,2
254.95,11.18,95.06,6,28.18,25.24,66.4,177.75,2.86,9.93,3
214.23,7.32,100.0,10,27.26,18.44,82.63,681.56,1.29,9.78,3
159.66,11.09,100.0,10,26.47,28.18,59.99,364.84,7.53,3.94,2
157.07,8.14,85.69,3,9.8,29.78,64.02,214.9,9.97,2.56,1
145.12,7.84,100.0,3,36.61,30.99,75.98,224.98,5.05,9.29,2
47.82,9.9,71.8,4,36.74,33.43,50.61,616.09,8.11,3.11,0
250.01,10.58,100.0,5,31.07,26.12,83.06,258.13,3.53,6.62,3
147.03,7.35,100.0,10,42.49,24.82,66.54,100.06,8.43,2.59,1
195.62,6.52,103.07,9,29.97,26.16,71.34,151.06,1.79,8.74,2
270.04,11.25,110.0,8,32.77,30.17,109.8,554.78,2.72,6.85,3
98.63,6.19,90.05,12,42.01,30.98,51.96,326.28,1.58,3.64,1
175.12,6.31,88.59,1,10.25,22.21,76.73,481.89,5.81,8.0,1
129.74,5.31,99.32,9,47.37,25.52,77.19,281.4,3.88,8.75,2
250.31,10.79,100.0,10,19.15,19.42,100.0,440.98,8.0,3.44,3
51.71,6.86,75.57,2,22.96,25.07,33.85,682.9,9.44,9.64,0
113.35,8.09,76.6,4,29.91,26.9,58.07,579.97,1.77,3.95,1
146.45,4.94,102.77,6,26.74,28.18,75.11,297.69,2.7,3.01,1
322.75,11.23,110.0,7,26.37,23.72,99.0,20.43,3.26,1.82,3
204.66,11.78,108.78,9,20.12,28.04,78.35,580.51,4.34,1.29,3
111.11,11.78,96.25,4,32.06,21.49,70.56,684.59,3.52,9.75,2
86.53,12.47,74.5,10,16.22,22.16,56.77,152.92,6.51,9.99,2
108.72,11.91,81.7,2,25.26,14.19,50.35,214.23,9.99,6.31,1
159.51,4.18,100.0,12,26.9,28.63,74.94,49.47,6.56,5.67,2
187.51,3.38,100.0,5,9.73,22.37,80.31,487.79,6.15,1.94,1
160.55,7.99,87.98,4,14.36,26.54,71.97,524.61,5.46,7.25,2
115.36,4.39,83.21,4,31.28,23.43,52.82,428.36,9.73,8.76,1
119.39,9.59,82.55,10,7.36,20.46,49.12,371.95,7.76,5.64,1
172.24,10.77,107.96,8,10.8,29.08,85.37,209.56,8.52,6.15,3
39.4,11.09,71.93,11,24.71,25.4,57.77,392.82,6.38,1.48,0
10.79,6.26,72.56,8,40.91,17.26,49.23,461.41,3.62,5.61,0
113.76,9.78,78.5,12,78.8,29.05,67.8,346.66,2.74,2.19,1
60.09,8.89,69.35,2,38.08,34.79,38.05,379.58,7.31,4.88,0
173.55,6.01,100.0,10,18.86,30.64,70.22,348.46,6.66,5.29,2
48.37,10.51,92.01,6,17.97,30.01,71.11,160.35,3.0,2.05,2
133.7,10.64,97.24,4,38.04,24.7,63.8,39.5,1.38,4.68,2
93.92,6.47,88.18,12,19.7,33.17,62.95,273.94,2.64,6.41,1
267.56,8.55,110.0,7,29.61,26.31,90.45,398.9,5.19,7.18,3
